movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
289460100,Tully,179110119,Tully,2018-07-17,Online Only,Focus Features
289470100,Phantom Thread,168400119,Phantom Thread,2018-02-02,Online Only,Focus Features
289510100,Tag,183090119,Tag,2018-08-28,Regular,Warner Home Video
289530100,Isn’t it Romantic,202140119,Isn’t it Romantic,2019-04-30,Online Only,Warner Home Video
289550100,Chavela,164950119,Chavela,2018-01-02,Regular,Music Box Films Video
289560100,In Our Hands: The Battle for Jerusalem,164970119,In Our Hands: The Battle for Jerusalem,2017-12-05,Regular,Virgil Films and Entertainment
289600100,Letters from Baghdad,197260119,Letters from Baghdad,2019-02-05,Regular,PBS
289650100,Mad to be Normal,170660119,Mad to be Normal,2018-02-20,Regular,Samuel Goldwyn
289780100,The Indian Fighter,151970119,The Indian Fighter,2017-05-09,Regular,Kino Lorber
289790100,Alpha and Omega: Journey to Bear Kingdom,151980119,Alpha and Omega Journey to Bear Kingdom,2017-05-09,Regular,Lionsgate Home Entertainment
289800100,VHS Massacre: Cult Films and the Decline of Physical Media,151990119,VHS Massacre Cult Films and the Decline of Physical Media,2017-05-09,Regular,Troma Entertainment
289810100,Alena,152010119,Alena,2017-05-09,Regular,Icarus Home Video
289820100,On a failli être amies,152020119,The Chef’s Wife,2017-05-09,Regular,Icarus Home Video
289830100,Millie & the Lords,152030119,Millie and the Lords,2017-05-09,Regular,IndiePix Video
289860100,"Indio Black, sai che ti dico: Sei un gran figlio di",152120119,Adios Sabata,2017-05-09,Regular,Kino Lorber
289880100,Django,172520119,Django,2018-03-20,Regular,Passion River
289900100,Paradise Club,159100119,Paradise Club,2017-08-29,Online Only,Lionsgate Home Entertainment
289920100,Man Underground,158340119,Man Underground,2017-08-15,Online Only,Lionsgate Home Entertainment
289940100,9/11,168090119,9/11,2018-01-16,Regular,Fox Home Entertainment
289950100,Shock and Awe,182700119,Shock and Awe,2018-08-14,Regular,Lionsgate Home Entertainment
289990100,Crown Heights,162530119,Crown Heights,2017-11-14,Online Only,IFC Video
290070100,Chris Brown: Welcome to my Life,157880119,Chris Brown: Welcome to my Life,2017-08-08,Regular,Gravitas Ventures
290090100,Sacrilege,152490119,Sacrilege,2017-06-06,Regular,Cinedigm
290100100,Kidnap Capital,152510119,Kidnap Capital,2017-05-02,Regular,Cinedigm
290110100,I am Heath Ledger,152530119,I am Heath Ledger,2017-05-23,Regular,Virgil Films and Entertainment
290160100,Dumplin’,189260119,Dumplin’,2018-12-07,Regular,Netflix
290190100,Patrick,202170119,Patrick,2019-04-02,Regular,Screen Media Video
290220100,A Kid Like Jake,183750119,A Kid Like Jake,2018-08-28,Online Only,Shout Factory
290240100,Mugen no jûnin,170620119,Blade of the Immortal,2018-02-13,Regular,Magnolia Home Entertainment
290260100,The Devil and Father Amorth,174600119,The Devil and Father Amorth,2018-04-24,Regular,The Orchard
290280100,God of War,162900119,God of War,2017-10-17,Regular,Well Go USA Video
290300100,Opening Night,157510119,Opening Night,2017-08-01,Regular,Wolfe Video
290310100,Inconceivable,152570119,Inconceivable,2017-06-30,Regular,Lionsgate Home Entertainment
290520100,The Gospel of Mark,152630119,Gospel of Mark The,2017-05-16,Regular,Lionsgate Home Entertainment
290530100,L’ambizioso,152780119,The Climber,2017-05-16,Regular,Arrow Video
290540100,Ohayo,152790119,Good Morning,2017-05-16,Regular,Sony Pictures Home Entertainment
290610100,Undercover Grandpa,157870119,Undercover Grandpa,2017-08-08,Regular,Lionsgate Home Entertainment
290730100,Un Sac De Billes,191670119,A Bag of Marbles,2018-12-04,Regular,Passion River
290750100,Nelyubov,175570119,Loveless,2018-06-12,Regular,Sony Pictures Home Entertainment
290780100,Fahrenheit 11/9,189050119,Fahrenheit 11/9,2018-12-18,Regular,Briarcliffe Entertainment
290800100,Duck Duck Goose,182230119,Duck Duck Goose,2018-07-20,Netflix Exclusive,Netflix
290810100,24 Hours to Live,165910119,24 Hours to Live,2017-12-01,Online Only,Lionsgate Home Entertainment
290850100,Deep,162000119,Deep,2017-10-10,Regular,Lionsgate Home Entertainment
290880100,Trafficked,170570119,Trafficked,2018-01-29,Online and RedBox,Epic Pictures
290990100,Les Fantômes d'Ismaël,179670119,Ismael’s Ghost,2018-07-03,Regular,Magnolia Home Entertainment
291050100,Pi Sheng Shang de Hun,159970119,Soul on a String,2017-09-12,Regular,Film Movement Video
291070100,Mamma Mia: Here We Go Again!,184720119,Mamma Mia: Here We Go Again!,2018-10-23,Regular,Universal Home Entertainment
291080100,Gringo,176840119,Gringo,2018-05-22,Online Only,Universal Home Entertainment
291300100,Urufu gai: Moero ôkami-otoko,153080119,Wolf Guy,2017-05-23,Regular,Arrow Video
291320100,Those Redheads from Seattle,153140119,Those Redheads from Seattle,2017-05-23,Regular,Kino Lorber
291330100,Vixen: The Movie,153190119,Vixen The Movie,2017-05-23,Regular,Warner Home Video
291460100,My Friend Dahmer,170560119,My Friend Dahmer,2018-04-10,Regular,FilmRise
291530100,Speed Kills,194890119,Speed Kills,2019-01-15,Regular,Lionsgate Home Entertainment
291540100,Under the Eiffel Tower,193850119,Under the Eiffel Tower,2019-02-12,Regular,The Orchard
291560100,Pope Francis—A Man of His Word,181220119,Pope Francis—A Man of His Word,2018-12-04,Regular,Universal Home Entertainment
291650100,S.W.A.T.: Under Siege,157550119,S.W.A.T.: Under Siege,2017-08-01,Regular,Sony Pictures Home Entertainment
291660100,Scales: Mermaids are Real,158620119,Scales: Mermaids are Real,2017-08-22,Regular,Lionsgate Home Entertainment
291670100,The Rider,181350119,The Rider,2018-08-07,Regular,Sony Pictures Home Entertainment
291700100,Swim Team,164360119,Swim Team,2017-11-07,Regular,PBS
291850100,Jawbone,168540119,Jawbone,2018-01-23,Regular,Lionsgate Home Entertainment
291910100,Gekijôban Fairy Tail: Dragon Cry,171810119,Fairy Tail: Dragon Cry,2018-03-06,Regular,Funimation Productions
291980100,Tyler Perry’s Boo 2! A Madea Halloween,166940119,Tyler Perry’s Boo 2! A Madea Halloween,2018-01-30,Regular,Lionsgate Home Entertainment
291990100,Paddington 2,171390119,Paddington 2,2018-03-27,Online Only,Warner Home Video
292030100,Hired Gun,157490119,Hired Gun,2017-08-01,Regular,Sony Pictures Home Entertainment
292050100,Person to Person,163590119,Person to Person,2017-10-31,Regular,Magnolia Home Entertainment
292060100,Rodin,186940119,Rodin,2018-10-02,Regular,Sony Pictures Home Entertainment
292250100,Bloodrunners,155790119,Bloodrunners,2017-07-04,Regular,Gravitas Ventures
292270100,The Jade Pendant,173630119,The Jade Pendant,2018-05-01,Regular,Crimson Forest Films
292280100,Brad’s Status,167090119,Brad’s Status,2017-12-19,Online Only,Amazon Original Pictures
292290100,The Good Catholic,163300119,The Good Catholic,2017-10-24,Regular,Broad Green
292400100,Pleins feux sur l’assassin,153460119,Spotlight On a Murderer,2017-05-30,Regular,Arrow Video
292420100,The Paradine Case,153480119,Paradine Case The,2017-05-30,Regular,Kino Lorber
292430100,Rodgers & Hammerstein’s Oklahoma,153530119,Rodgers and Hammersteins Oklahoma,2017-05-30,Regular,Shout Factory
292470100,You Were Never Really Here,178110119,You Were Never Really Here,2018-07-17,Online Only,Lionsgate Home Entertainment
292640100,Voyage à Travers le Cinéma Français,165100119,My Journey Through French Cinema,2017-11-21,Regular,Sony Pictures Home Entertainment
292770100,Can't Help Falling in Love,199660119,Can't Help Falling in Love,2019-02-28,Regular,Netflix
292840100,Bob the Builder: Mega Machines,165060119,Bob the Builder Mega Machines,2017-11-21,Regular,Universal Home Entertainment
293120100,La Granja,154900119,The Farm,2017-06-20,Regular,Breaking Glass Pictures
293180100,Permanent,173160119,Permanent,2018-04-03,Regular,Magnolia Home Entertainment
293200100,Aknyeo,164190119,The Villainess,2017-11-07,Online Only,Well Go USA Video
293320100,The Osiris Child: Science Fiction Volume One,160530119,The Osiris Child Science Fiction Volume One,2017-10-06,Online Only,RLJ
293370100,CarGo,153770119,Cargo,2017-06-06,Regular,Cinedigm
293380100,Child of Satan,153780119,Child of Satan,2017-06-06,Regular,Cinedigm
293390100,Prisoner X,153840119,Prisoner X,2017-06-06,Regular,RlJ Image
293410100,ZaZa,153940119,Zaza,2017-06-06,Regular,Kino Lorber
293450100,Dead Again in Tombstone,159940119,Dead Again in Tombstone,2017-09-12,Regular,Universal Home Entertainment
293460100,A Dog and Pony Show,168550119,Dog and Pony Show A,2018-01-23,Regular,Lionsgate Home Entertainment
293490100,Starship Troopers: Traitor of Mars,158670119,Starship Troopers: Traitor of Mars,2017-08-22,Online Only,Sony Pictures Home Entertainment
293500100,Te Ata,163170119,Te Ata,2017-11-07,Regular,Kino Lorber
293600100,McQueen,191660119,McQueen,2018-12-04,Regular,Lionsgate Home Entertainment
293690100,Gun Shy,163960119,Gun Shy,2017-11-07,Regular,Lionsgate Home Entertainment
293700100,Rökkur,165050119,Rift,2017-11-21,Regular,Breaking Glass Pictures
293710100,M.F.A.,165590119,M.F.A.,2017-11-28,Regular,Mpi Home Video
293740100,McLaren,170600119,McLaren,2017-09-01,Regular,Gunpowder & Sky
293780100,Summer of Dreams,154250119,Summer of Dreams,2017-07-04,Regular,Hallmark
293790100,Ancient Aliens and the New World Order 2,154260119,Ancient Aliens and the New World Order 2,2017-07-04,Regular,Cinedigm
293810100,Stealing Charlie Chaplin,154310119,Stealing Charlie Chaplin,2017-06-20,Regular,Virgil Films and Entertainment
293880100,Pop Aye,157740119,Pop Aye,2017-09-26,Regular,Kino Lorber
293910100,Do You Take This Man,156260119,Do You Take This Man,2017-07-11,Regular,Breaking Glass Pictures
294020100,Professor Marston & The Wonder Women,168830119,Professor Marston & The Wonder Women,2018-01-30,Regular,Sony Pictures Home Entertainment
294050100,Crazy Rich Asians,187860119,Crazy Rich Asians,2018-11-06,Online Only,Warner Home Video
294180100,Last Flag Flying,167960119,Last Flag Flying,2018-01-16,Online Only,Amazon Original Pictures
294270100,They Live by Night,154400119,They Live by Night (1948),2017-06-13,Regular,Criterion
294300100,Bring Me the Head of Alfredo Garcia,154460119,Bring Me the Head of Alfredo Garcia,2017-06-13,Regular,Kino Lorber
294430100,Justice,165330119,Justice,2017-10-17,Regular,Universal Home Entertainment
294570100,The Upside,202040119,The Upside,2019-05-21,Regular,Universal Home Entertainment
294650100,Insatiable: The Homaro Cantu Story,154760119,Insatiable The Homaro Cantu Story,2017-07-18,Regular,Virgil Films and Entertainment
294670100,Le Vin et le Vent,179260119,Back to Burgundy,2018-06-26,Regular,Music Box Films Video
294690100,Zhong Guo Tui Xiao Yuan,179220119,China Salesman,2018-06-26,Regular,MVD
294810100,Teströl és lélekröl,182390119,On Body and Soul,2018-02-02,Netflix Exclusive,Netflix
294840100,The Female Brain,179630119,The Female Brain,2018-07-03,Regular,Shout Factory
294850100,I am the Blues,157960119,I am the Blues,2017-08-01,Regular,Film Movement Video
294960100,Blood Road,154880119,Blood Road (2017),2017-06-20,Regular,The Orchard
294970100,AWOL,154890119,AWOL (2017),2017-06-20,Regular,The Orchard
294980100,Patchwork,154910119,Patchwork (Canada),2017-06-20,Regular,The Orchard
295010100,Ein Unbekannter rechnet ab,154980119,Ten Little Indians,2017-06-20,Regular,Scorpion Releasing / Kino Lorber
295020100,Take Every Wave: The Life of Laird Hamilton,169350119,Take Every Wave: The Life of Laird Hamilton,2018-02-06,Regular,Mpi Home Video
295090100,6 Days,161550119,6 Days,2017-10-03,Regular,Lionsgate Home Entertainment
295100100,Batman vs. Two-Face,162190119,Batman vs Two Face,2017-10-10,Online Only,Warner Home Video
295130100,Rememory,165510119,Rememory,2017-11-28,Regular,Lionsgate Home Entertainment
295140100,A Question of Faith,165830119,A Question of Faith,2017-12-26,Online Only,Pure Flix
295150100,Ni Shi Ying Jiu,169440119,Reset,2018-02-06,Regular,Well Go USA Video
295160100,The Florida Project,168790119,The Florida Project,2018-01-30,Online Only,A24
295220100,The Square,168890119,The Square,2018-01-30,Regular,Magnolia Home Entertainment
295270100,"Signed, Sealed, Delivered: From the Heart",155240119,Signed Sealed Delivered From the Heart,2017-07-18,Regular,Hallmark
295280100,Hazlo Como Hombre,170210119,Do it Like an Hombre,2018-02-13,Regular,Lionsgate Home Entertainment
295290100,Tyler Perry’s A Madea Family Funeral,203790119,Tyler Perry’s A Madea Family Funeral,2019-06-04,Regular,Lionsgate Home Entertainment
295300100,Acrimony,177150119,Acrimony,2018-06-12,Online Only,Lionsgate Home Entertainment
295380100,Once Upon a Time,165160119,Once Upon a Time,2017-11-21,Online Only,Well Go USA Video
295390100,Die göttliche Ordnung,172480119,The Divine Order,2018-03-20,Regular,Zeitgeist Home
295400100,La Noche del Virgen,178270119,The Night of the Virgin,2018-06-12,Online Only,The Orchard
295410100,Love After Love,181040119,Love After Love,2018-07-24,Regular,IFC Video
295430100,Boy Erased,193240119,Boy Erased,2019-01-15,Online Only,Universal Home Entertainment
295470100,"We Love You, Sally Carmichael",167040119,"We Love You, Sally Carmichael",2017-12-19,Regular,Gravitas Ventures
295480100,Temple,162040119,Temple,2017-10-10,Regular,Cinedigm
295490100,The Limehouse Golem,164080119,The Limehouse Golem,2017-11-07,Regular,Image Entertainment Video
295600100,The Lodger,155550119,Lodger The,2017-06-27,Regular,Criterion
295610100,Hell in the Pacific,155570119,Hell in the Pacific,2017-06-27,Regular,Kino Lorber
295620100,The Apple,155580119,Apple The,2017-06-27,Regular,Kino Lorber
295630100,Doberuman deka,155620119,Doberman Cop,2017-07-04,Regular,Arrow Video
295640100,Walking Out,169340119,Walking Out,2018-02-06,Regular,Shout Factory
295670100,On Wings of Eagles,166140119,On Wings of Eagles,2017-12-05,Regular,Sony Pictures Home Entertainment
295700100,Wonder Wheel,170700119,Wonder Wheel,2018-02-20,Online Only,Universal Home Entertainment
295840100,Bad Times at the El Royale,192040119,Bad Times at the El Royale,2019-01-01,Regular,Fox Home Entertainment
296040100,When Calls the Heart: The Heart of a Teacher,155760119,When Calls the Heart The Heart of a Teacher,2017-07-04,Regular,Shout Factory
296050100,King Arthur: Excalibur Rising,155770119,King Arthur Excaliber Rising,2017-07-04,Regular,Lionsgate Home Entertainment
296060100,American Cowboys vs. Aliens,155780119,American Cowboys vs Aliens,2017-07-04,Regular,Sony Pictures Home Entertainment
296070100,Bitcoin Heist,155810119,Bitcoin Heist,2017-07-04,Regular,Well Go USA Video
296080100,One Drop,155820119,Blood Hunters,2017-07-04,Regular,Gravitas Ventures
296130100,The Brass Bottle,155930119,Brass Bottle The,2017-07-04,Regular,Universal Home Entertainment
296220100,Earth: One Amazing Day,167780119,Earth: One Amazing Day,2018-01-09,Online Only,BBC
296230100,House of Demons,169320119,House of Demons,2018-02-06,Regular,Sony Pictures Home Entertainment
296290100,Taeksi Woonjunsa,164230119,A Taxi Driver,2017-11-07,Online Only,Well Go USA Video
296340100,Simple Creature,156420119,Simple Creature,2017-07-11,Online Only,Lionsgate Home Entertainment
296350100,Jackals,161530119,Jackals,2017-10-03,Regular,Shout Factory
296390100,The Cakemaker,195820119,The Cakemaker,2018-11-06,Regular,Strand Home
296410100,Devil’s Domain,156170119,Devils Domain,2017-07-11,Regular,MVD
296420100,Last Day of School,156180119,Last Day of School,2017-07-11,Regular,Troma Entertainment
296430100,Savannah Sunrise,156200119,Savannah Sunrise,2017-07-11,Regular,Lionsgate Home Entertainment
296440100,Kidô Senshi Gandamu Sandaboruto Dissenba Sukai,156240119,Mobile Suit Gundam Thunderbolt: December Sky,2017-07-11,Regular,Bayview Entertainment
296460100,Zhan Lang 2,166580119,Wolf Warrior 2,2017-12-12,Regular,Well Go USA Video
296510100,Jing Cheng 81 Hao 2,191760119,The House That Never Dies Reawakening,2018-12-04,Regular,Well Go USA Video
296520100,Jiao Zhu Chuan,168900119,Legend of the Naga Pearls,2018-01-30,Regular,Well Go USA Video
296560100,The Hunting Party,156320119,Hunting Party The,2017-07-11,Regular,Kino Lorber
296570100,Star Crystal,156340119,Star Crystal,2017-07-11,Regular,Kino Lorber
296580100,L’argent,156350119,L’argent,2017-07-11,Regular,Sony Pictures Home Entertainment
296590100,Star Slammer,156370119,Star Slammer,2017-07-11,Regular,Kino Lorber
296660100,If Beale Street Could Talk,198090119,If Beale Street Could Talk,2019-03-12,Online Only,Fox Home Entertainment
296690100,The 15:17 to Paris,173590119,The 15:17 to Paris,2018-05-01,Online Only,Warner Home Video
296770100,Cult of Chucky,160600119,Cult of Chucky,2017-10-03,Regular,Universal Home Entertainment
296780100,Final Portrait,181310119,Final Portrait,2018-07-31,Regular,Sony Pictures Home Entertainment
296790100,Kickboxer: Retaliation,171900119,Kickboxer: Retaliation,2018-03-13,Regular,Well Go USA Video
296800100,Where’s The Money,163280119,Where’s The Money,2017-10-24,Regular,Lionsgate Home Entertainment
297080100,I Feel Pretty,179740119,I Feel Pretty,2018-07-03,Online Only,Universal Home Entertainment
